Review,Gender,Race,Sentiment
This is one of them movies that has a awesome video box but has wired camra work and unknown actors that speak with bad dialogue.Its so dark when the killings happen you can hardly see it plus the movie is hard to understand.The only star in this is WCW`s Vanessa Sanchez (Tygres in WCW before it folded) and she is a good actress. I like low budget film especialy ones that has errors because they are fun to watch but Severed unfourtunatly isn`t one of them.This movie is ok to see if you like voodoo and severed heads but this is no blockbuster but if you need something new to watch then rent Severed.,Female,Black,negative
"I picked up this movie in the hope it would be similar to the hilarious ""The Gamers"" by Dead Gentlemen Productions (which is highly recommendable, by the way). Boy, what a disappointment! The movie is shot in this fake documentary style made famous by the office but it fails to deliver. The reason is partly the stiff acting but mostly the writing and directing. True, it can be funny to use every singe cliché there is about role playing games, but here it is done in such a way that it becomes extremely predictable. Already at the beginning of each scene you know what the ""joke"" will be about. But maybe the biggest problem is that everything is depicted way over the top. There is no subtlety in this movie, if there would be captions ""LAUGH NOW"" or a cheap 80s-style fake-laughter track it would not make much difference. With some scenes you can't help to think ""Yea, I get why they thought this would be funny"" but the way it is executed takes all momentum out of the possible joke.",Null,Null,negative
"A typical Clausen film, but then again not typical. Clausen writes, directs and play one of the leading roles. This is really a great film about normal people living normal lives trying to make the best of it. The 4 primary actors were fantastic.<br /><br />Fritz Helmut was convincing. You believe that he really is sick.<br /><br />Sonja Richter plays a nurse that really is an actor, but it turns out that she is the best nurse to take care of the old man.<br /><br />Everybody has problems and those who nobody believes in ends up being happy. But nothing good comes easy, they have to fight to win their life and love.","Male, Female",White,positive
"Before I begin, let me tell you how GREAT this stand-up special sounds when you play Sonic Adventure I DX: Director's Cut at the same time (Red Mountain level in particular). So while watching this stand-up special, I suggest-- no, DEMAND you do it.<br /><br />Carlos Mencia takes his stand-up to the extreme in San Francisco, California. There, he makes fun of everybody with absolutely NO apologies.<br /><br />I am pretty much thanking God here that Carlos didn't do his thing in which he uses the same joke over and over and over and over and over again. He does a tremendous job making fun of everyone and at the same time be truthful about it; I know a couple of times I said, after Carlos said a joke, ""Damn, this guy makes a good point!"" And then the Game Over screen came over my TV because I forgot I was playing Sonic Adventure I DX: Director's Cut. My bad :) So yeah, there's nothing to complain about this stand-up special. If you have TiVo or something like that, please do yourself a favor and record this historic hour.",Male,Latino,positive
"This is the worst movie I have ever seen in my entire life. The plot and message are horrible. There are too many mistakes in this movie that it's impossible to keep up. I don't even understand how this movie can get any nomination, let alone 2. Here's why: 1) Sam Lee portrays a angry/irrational detective which was caused by the disappointment from his dad. Pros: He's angry alright. Cons: When it comes to the explanation scene, he cannot convey the sadness/disappointment he has in his father. The crying scene was too fake and it seems like he is literally squeezing out tears from the corner of his eyes.<br /><br />2) To connect the movie to the title, there were barking or dog wimping sounds during the fight scenes and rape scene, which is totally irrelevant and confusing to the viewer. I understand that it's supposed to be a metaphor or what not... but it's just sooo dumb! 3) WHY THE HECK DID THE COPS NOT SHOOT THE KILLER? What the heck is wrong with this movie. When the killer started stabbing an officer, SHOOT him. He's already dead! What the heck? There were lots of opportunity that the killer could be killed, but I do not know why he wasn't! 4) During the scene where the girl had her foot hurt. In the scene, it was very clear that the LEFT foot of the girls was hurt, so how the heck in the next scene that she's lending all her weight on her left foot? And this is the actress nominated as the best new performer? WTF? 5) The sounds in the movie are off sync.<br /><br />6) I am guessing that this movie is trying to bring awareness of the brutality and violence among children in South East Asia, so why does the bad guy wins and then the cop was joining the fight? 7) This movie is just too violent without a purpose. Cops are beating CI to a pulp and then if they cooperate, they give them marijuana and coke? This is overall the worst movie. I truly feel that the person who wrote this movie is a sadist and sick person. I have never seen a more disgusting movie in my whole entire life. WORST MOVIE EVER!","Male, Female",Asian,negative
"""Fever Pitch"" isn't a bad film; it's a terrible film.<br /><br />Is it possible American movie audiences and critics are so numbed and lobotomized by the excrement that Hollywood churns out that they'll praise to the skies even a mediocre film with barely any laughs? That's the only reason I can think of why this horrible romantic comedy (and I use that term loosely because there's nothing funny in this film) is getting good reviews.<br /><br />I sat through this film stunned that screenwriters Lowell Ganz and Babaloo Mandel would even for an instant think their script was funny.<br /><br />The brilliant Nick Hornby usually translates well to film. He adapted ""Fever Pitch"" for a British film starring Colin Firth and Ruth Gemmell in 1997; Peter Hedges found Hornby's voice for ""About a Boy"" (2002) and when ""High Fidelity"" was Americanized for a movie in 2000, writers D.V. DeVincentis, Steve Pink, John Cusack and Scott Rosenberg didn't go wrong because they kept the essence of Hornby's wit and humor. They made one of the best films of that year.<br /><br />So why does the American version of ""Fever Pitch"" go so painfully awry? The British version wasn't a masterpiece, but it was charming, funny, unexpected and gave us two characters we could like, respect and understand.<br /><br />But Ganz and Mandel have excised everything funny in Hornby's work. In Americanizing the story, they've butchered it, removing all that was good and unique about Hornby's work and replacing it with conventional drivel.<br /><br />They've transformed a funny story into a formulaic romantic comedy, never once veering from the wretched formula. Lindsey (Drew Barrymore) has three girlfriends, each of whom has a distinct function. One's overweight, the second's cynical and ambitious, and the third's a romantic. Want to guess how many male friends Ben (Jimmy Fallon) has?<br /><br />What made ""High Fidelity"" such fun was not only a good leading man and lady, but engaging supporting characters. In this ""Fever Pitch,"" the six supporting friends do or say nothing especially funny. They're so insignificant, they're not even decorative. The only reason they're in the film is because the formula demands it. Poor Ione Skye winds up as one Lindsey's pals in a thankless role. The lovely Skye must have been wishing Lloyd Dobler would swoop in and take her away. Come to think of it, Cusack would've made an excellent Ben. Of course, Cusack is too smart to attach himself to such an utterly tedious script.<br /><br />There isn't a single, solitary moment in this film that seems original or unforced. Every plot turn is predictable, every lame joke telegraphed. Ganz and Mandel labor for laughs. The first 45 minutes are so excruciatingly slow, you wonder if these chaps realized they were writing a comedy. You can mark the plot turns in this film by your watch. It's almost as if Ganz and Mandel penned this with some screen writing guru's formula pasted on the wall. When they got to a certain page, they looked up at the formula and said, ""OK, the guru says this has to happen now."" And, presto!<br /><br />Directors Bobby and Peter Farrelly don't help the film any. They have no concept how to introduce their story and characters (they hand over the V.O. narration not to the protagonist, but to another guy who sits behind Ben at Fenway Park). Thanks to some extremely clunky writing, we have to watch Barrymore and Fallon stumble through their unfunny initial meetings.<br /><br />Barrymore does cute and adorable better than most. She's as good at it as Goldie Hawn in her heyday. But even her cuteness can't save this extraordinarily awful film. She tries hard to wring some energy and humor out of this story. About 30 minutes into the film, Lindsey tells Ben, ""You're funny."" The only explanation for her remark is that it was in the script. For Fallon's Ben never says anything even remotely funny. Fallon is neither witty nor funny; when he does comedy, he overacts.<br /><br />Fallon was never any good on ""Saturday Night Live."" He was quite possibly the least funny person on that show. Remember that lame sketch about a radio DJ who did all the voices? The only reason ""Weekend Update"" worked occasionally was because Fallon's cohort, Tina Fey, knows a thing or two about comedy.<br /><br />Actors who think they're funny and behave that way rarely, if ever, are actually funny. That's true of Fallon. He thinks he's hysterically funny when he barely raises a chuckle. His stuttering, unsure-of-himself shtick didn't work on the small screen; it's lousier on the big screen.<br /><br />Unfortunately for Fallon, his role in this picture also requires a few dramatic moments. If you thought his comedy was bad, wait till you get a load of his dramatic stuff. Two scenes in particular - the first in a park, the second in front of Ben's school - are painful to watch. The scenes require an actor with a smidgen of dramatic ability, but Fallon has neither the knowledge nor the ability to make them work. His range of emotions doesn't even run the gamut from A to B.<br /><br />Ben has no personality or depth. Often, he comes across as an oaf. And not a lovable one at that. It boggles the mind what Lindsey would find attractive about him. Compare Fallon's performance to Firth's in the British version, and you'll understand how terribly flat, unfunny and forced Fallon's Ben is and how wrong he is for this role. Watching Fallon in ""Fever Pitch"" makes one long for the dramatic depth and comedic nuance of Ashton Kutcher!<br /><br />Just as ""High Fidelity"" did, an Americanized ""Fever Pitch"" could've worked brilliantly. It just needed better writers, more competent directors and, most definitely, a stronger, funnier, smarter leading man. Do yourself a huge favor: Avoid this rotten film; rent the 1997 British version and read Hornby's book, instead.","Male, Female",White,negative
"This kind of film has become old hat by now, hasn't it? The whole thing is syrupy nostalgia turned in upon itself in some kind of feedback loop.<br /><br />It sure sounds like a good idea: a great ensemble cast, some good gags, and some human drama about what could have/might have been. Unfortunately, there is no central event that binds them all together, like there was in ""The Big Chill"", one of those seminal movies that spawned copycat films like this one. You end up wanting to see more of one or two particular people instead of getting short takes on everyone. The superficiality this creates is not just annoying, it's maddening. The below-average script doesn't help.",Null,Null,negative
"this movie had more holes than a piece of swiss cheese. Ben Affleck was seriously NOT trying to act in any way, shape, or form. He outright sucked. Nothing about the movie was believable. The first problems were in the intro- where the man gives everything of value to the Salvation Army Santa Claus but it doesn't show why. And then the granny sticks her head in the oven- really beautiful, and has absolutely nothing to do with the movie- it's not even in the same tone as the movie. There was no explanation of the motivation for Ben Affleck to choose the house he chose; there was not any believable reactions by the family he chose; and people are swayed here and there without any cause to be swayed (Example: Christina Applegate and Ben Affleck's characters go tobogganing down a steep slope- this is the incident that makes her suddenly fall in love with him. Riiiight...) Anyway, there was a funny moment or two- but they were a rarity in the movie. It seriously needed another rewrite (or 4). Hope you enjoy!","Male, Female",White,negative
"A Murder investigation goes on back stage while The Vanities, on its opening night, plays on to an unknowing audience. Odd combination of musical and murder mystery is worth a look for its cast, its production numbers, and the sheer novelty of the film.<br /><br />Gertrude Michael has the showy role of a bitchy actress intent on stopping the marriage between the show's stars, Kitty Carlisle and Carl Brisson, as well as starring in the infamous ""Sweet Marijuana"" number (which was also on a 70s Bette Midler album). So while the chorus girls shuffle around backstage, bumbling detective Victor McLaglen ogles the girls while he tries to solve the backstage murder of an unknown woman.<br /><br />We quickly learn that the maid (Dorothy Stickney) loves Brisson from afar, that the wardrobe lady (Jessie Ralph) is Brisson's mother, and that the stage manager (Jack Oakie) butts into everything. Lots of plots twists among the musical numbers. The show's best-known song is ""Cocktails for Two."" Kitty Carlisle also sings the haunting ""Where Do They Come From?"" And there's a weird rhapsody that erupts into a Harlem specialty number featuring Duke Ellington! Quite the cast.<br /><br />Some terrific acting here, especially Gertrude Michael and Dorothy Stickney. Kitty Carlisle is quite good as well. Brisson is a total zero though.<br /><br />Charles Middleton plays Homer, Toby Wing plays Nancy, Donald Meek plays the doctor, and also see if you can spot Ann Sheridan and Lucille Ball among the show girls.","Male, Female","Black,White",positive
"What a load of rubbish.. I can't even begin to describe how awful this film was. The rating it has here is really hard to believe.<br /><br />Avoid... Particularly if you enjoyed the first ginger snaps. The first one was well written, well directed, well executed.. a brilliant film with a fantastic aesthetic and atmosphere. The second one was 'alrite'- decent as a self-standing film, but clearly not up to the level of the first... The third is an insult to the series, period. I rate the films: 10, 6, 1. It's that bad.<br /><br />Oh, and yes it really is set in the past, the sisters are still called Ginger and B Fitzgerald... all muddled in with some half-assed native American mythology. The sisters don't have any real story, or progression, or even a clear relationship... They're just trying to survive and be 'together forever'. That's about as deep as it gets.<br /><br />Staggered that the girls agreed to be in this pile-of-shite, after reading the script.<br /><br />Oh and another thing, staging of action was terrible- people appearing from nowhere regularly, like the girls turn around and there's an elaborate candle-lit setup with a mystic native American woman just sitting there, about to go into a speech. Sets were terrible, couldn't get away from the fact that it was all obviously based in a set, which really didn't help. Also, there was consistently snow outside the camp, but not a trace inside (..on the set).<br /><br />Arrghh,,, so bad! I really was hoping it would be at least as good as the second one.",Female,Native American,negative
"I think ""The Best of Times"" was a lost cause from the get go. The initial premise (guy drops the winning touchdown pass against a rival high school team, can never seem to get over it and then tries to reunite the two teams to play again) is one of the dumbest I have ever heard. Since Ron Shelton went on to write much better sports films I wonder if there was more to it then that. I hope this film wasn't green lit with Shelton pitching the story as I wrote above.<br /><br />So we have the premise. Going from there you would think, or hope, that there might be a few twists along the way to keep things lively. No such luck. This script follows every predictable cliché you can think of. There isn't a moment in this film you won't see coming a mile away before the film reveals it and the ending.... well if you can't figure out the ending by the end of the first reel then you haven't paid attention or seen any other sports movie in your life.<br /><br />Robin Williams and Kurt Russell star (and bore) in the leads. Williams is the poor schmo who dropped the big pass and Russell is the quarterback who threw the fateful pass. Gee, do you think Russell will suit up just once more to see if he and Williams can right a wrong that the town has never forgotten? This is such a lame duck comedy with a lame duck script that one can only shake their heads wondering what might have been. Sure there are a few chuckles and, to be honest, there is one truly funny scene. Williams and Russell have marital problems and the wives invite them over for dinner to resolve things. Neither guy realizes that they have been invited over on a Monday and, yes, Monday Night Football is on. Keeping in mind that the two teams playing have a combined one victory, the men (Williams especially) try to resist the temptation to find out how the game is going. The scene dissolves into some hilarious bits as Williams goes to check the score by using a bathroom visit as a ruse. When he returns he coughs the score to Russell. Later as Russell is starting to make the moves on his wife Williams wheels the television into their view from another room.<br /><br />It's an inspired and funny scene in a mostly uninspired and stupid movie.","Male, Female",White,negative
"Okay, the film festival crowd probably loved it. But your average, popcorn munching movie goer who has scraped to-gether the ten or fifteen bucks it costs to see a movie these days will probably wonder why he or she made this choice. If it's stamped ""Copolla"" it's automatically great stuff, right? Wrong! It's a neat spoof of filmdom's pretensions. But it's terribly ""in."" I worry when film makers are more concerned about entertaining themselves rather than the public. It's interesting as a cinematic curio and it does have a chuckle or two in it. But once it's run its course in the movies and on TV, the dust will grow thick on the film cans and tape boxes holding it. Hardly either epochal or an epic!",Null,Null,negative
"Okay, okay, maybe not THE greatest. I mean, The Exorcist and Psycho and a few others are hard to pass up, but The Shining is way up there. It is, however, by far the best Stephen King story that has been made into a movie. It's better than The Stand, better than Pet Sematary (if not quite as scary), better than Cujo, better than The Green Mile, better the Dolores Claiborne, better than Stand By Me (just barely, though), and yes, it's better than The Shawshank Redemption (shut up, it's better), I don't care WHAT the IMDb Top 250 says. <br /><br />I read that, a couple of decades ago, Stanley Kubrick was sorting through novels at his home trying to find one that might make a good movie, and from the other room, his wife would hear a pounding noise every half hour or so as he threw books against the wall in frustration. Finally, she didn't hear any noise for almost two hours, and when she went to check and see if he had died in his chair or something (I tell this with all due respect, of course), she found him concentrating on a book that he had in his hand, and the book was The Shining. And thank God, too, because he went on to convert that book into one of the best horror films ever.<br /><br />Stephen King can be thanked for the complexity of the story, about a man who takes his wife and son up to a remote hotel to oversee it during the extremely isolated winter as he works on his writing. Jack Nicholson can be thanked for his dead-on performance as Jack Torrance (how many movies has Jack been in where he plays a character named Jack?), as well as his flawless delivery of several now-famous lines (`Heeeeeere's Johnny!!'). Shelley Duvall can be thanked for giving a performance that allows the audience to relate to Jack's desires to kill her. Stanley Kubrick can be thanked for giving this excellent story his very recognizable touch, and whoever the casting director was can be thanked for scrounging up the creepiest twins on the planet to play the part of the murdered girls.<br /><br />One of the most significant aspects of this movie, necessary for the story as a whole to have its most significant effect, is the isolation, and it's presents flawlessly. The film starts off with a lengthy scene following Jack as he drives up to the old hotel for his interview for the job of the caretaker for the winter. This is soon followed by the same thing following Jack and his family as they drive up the windy mountain road to the hotel. This time the scene is intermixed with shots of Jack, Wendy, and Danny talking in the car, in which Kubrick managed to sneak in a quick suggestion about the evils of TV, as Wendy voices her concern about talking about cannibalism in front of Danny, who says that it's okay because he's already seen it on TV (`See? It's okay, he saw it on the television.').<br /><br />The hotel itself is the perfect setting for a story like this to take place, and it's bloody past is made much more frightening by the huge, echoing rooms and the long hallways. These rooms with their echoes constantly emphasize the emptiness of the hotel, but it is the hallways that really created most of the scariness of this movie, and Kubrick's traditional tracking shots give the hallways a creepy three-dimensional feel. Early in the film, there is a famous tracking shot that follows Danny in a large circle as he rides around the halls on his Big Wheel (is that what those are called?), and his relative speed (as well as the clunking made by the wheels as he goes back and forth from the hardwood floors to the throw rugs) gives the feeling of not knowing what is around the corner. And being a Stephen King story, you EXPECT something to jump out at you. I think that the best scene in the halls (as well as one of the scariest in the film) is when Danny is playing on the floor, and a ball rolls slowly up to him. He looks up and sees the long empty hallway, and because the ball is something of a child's toy, you expect that it must have been those horrendously creepy twins that rolled it to him. Anyway, you get the point. The Shining is a damn scary movie.<br /><br />Besides having the rare quality of being a horror film that doesn't suck, The Shining has a very in depth story that really keeps you guessing and leaves you with a feeling that there was something that you missed. HAD Jack always been there, like Mr. Grady told him in the men's room? Was he really at that ball in 1921, or is that just someone who looks exactly like him? If he has always been the caretaker, as Mr. Grady also said, does that mean that it was HIM that went crazy and killed his wife and twin daughters, and not Mr. Grady, after all? It's one thing for a film to leave loose ends that should have been tied, that's just mediocre filmmaking. For example, The Amityville Horror, which obviously copied much of The Shining as far as its subject matter, did this. But it is entirely different when a film is presented in a way that really makes you think (as mostly all of Kubrick's movies are). One more thing that we can all thank Stanley Kubrick for, and we SHOULD thank him for, is for not throwing this book against the wall. That one toss would have been cinematic tragedy.","Male, Female",White,positive
"There is a certain genius behind this movie. I was laughing throughout. The scene in the phone sex office, discussing how love heals the doppelganger was a nice attempt at this genius/humor. Execution is poor, but you can see the writer's message and they do have some talent. The doppelganger split at the end was like... ""ok, wasn't quite expecting that but let's see what the movie has to say"". Certainly ridiculous, but a sweet idea and actually very coherent to the story in a strange way.<br /><br />Is the point of a movie to be logical or is it to be entertaining or communicate on an emotional level? i'm easily bored by many movies, but this one kept my interest throughout.<br /><br />I think the story may have some auto-biographical roots, but that's just a guess. Horribly bad, but good. I'm looking for other movies this person may have done (with more experience).",Null,Null,positive
"The basic hook here is: Lincoln Is Slow. It is his slowness that represents his thoughtfulness and deliberation, making him a Great Leader who is here engaged in single-handedly civilizing the American frontier through the grand instrument of Law. All that John Ford hooey and more, including one lurking slave and extraneous Death By Injun. However! The 'slow' conceit is also at the center of one brilliant piece of movie-making, funny and moving at extremes. The history may be bunk, but the telling of it suggests a view of history as process that inspires some excitingly true-seeming moments. Check out Henry Fonda's big introductory stroll across the deck, his shockingly beautiful second visit with his girl by the river, his dalliance with Mary Todd on the porch, and the priceless business that follows 'Ma'am, we've got to hurry!' Things do thin out once we settle into the big courtroom drama; but Fonda is priceless throughout.","Male, Female",White,positive
"this is a terrible, terrible film!!!!!!!!!<br /><br />first of all TOOO long. the longest movie i have ever seen.<br /><br />the stories are all too Damn Over the Top!!!!<br /><br />as a matter of fact there are too many stories that the Story line is Ruined.<br /><br />the comedy wasn't Comedy!!!!! it wasn't funny at all....<br /><br />the story is so repulsive and badly written that it doesnot matter if the characters live or die.......<br /><br />i had some expectations from this movie......... but my expectations were crashed completely in the first few minutes......<br /><br />the only thing good about this movie is the MUSIC...... and obviously Vidya Balan. she gives the best performance and stands out among all the senior actors...... she's just a new comer and yet she shines and makes the rest of the cast look so Pathetic!!!!! Govinda and the Blonde who playes his love interest also help saving this Disastrous movie. Govinda perfectly fits in the role of the Taxi driver. and the Blonde also gives a very subtle and consistent performance....<br /><br />another Talented actress Ayesha Takiya is completely wasted in this movie!!!! so is priyanka!!!!!!!!! Akshay does his role well but it seemed too over the top!!!!! Anil and Juhi are also totally wasted......<br /><br />the only one not wasted is Salman Because he has No Talent what so ever to be wasted!!!!!!!!!<br /><br />all in all this is a very Impossible movie with Mishmashed screenplay and TOOO Masladar that the storyline is shaped according to the stupid comedy scenes. imagine how stupid this movie is!!!!!!<br /><br />3/10 it is four hours long!!!! think and RETHINK before going to the cinemas!!!!! better Avoid it!!!!!","Male, Female",Indian,negative
"No other movie has made me feel like this before... and I don't feel bad. Like, I don't want my money back or the time that I waited to watch this movie (9 months) nor do I feel bad about using two hours of a sunny summer day in order to view this ______. The reason I say ""_____"" is because no matter how hard I wrack my brain I just can't seem to come up with a word in ANY of the seven languages that movie was in to sum it up. I have no idea what was going on the entire time and half way through the movie I needed a breather. No movie has ever done this to me before. Never in my life have I wanted cauliflower, milk, and baguettes this much. Thank you. - Ed<br /><br />Uh. *clears throat* No words. No thoughts. I don't know. I truly don't know. - Cait",Null,Null,positive
"It's sad when you can see what a movie was attempting to do, and it is quite obvious that it fell far far short of the mark. Film students should take this as a lesson and a warning. Would be graduate has an idea. He wants total control. So he writes, directs, produces, his cinematic masterpiece all by himself. Usually, his concept is far beyond his budget. Usually he writes an overblown script full of every tag line he can come up with. Usually, he is more interested in the grand sweep of the story rather than on the nitty gritty of working with actors on individual scenes. Usually, he ends up with a movie that is feeble in it's attempt to create miracles on a tiny budget. Usually, he ends up with a series of encounters (we cannot do justice by calling them scenes) that feel like they were written by a 12 year old. And usually he ends up with badly acted scenes that fail to grab the viewer. When you look at Judges from this perspective you can immediately tell it's just the usual fare.",Null,Null,negative
"Second-feature concerns a young woman in London desperate for a job, happy to accept live-in secretarial position with an elderly woman and her son. Thrillers about people being held in a house against their will always make me a little uneasy--I end up feeling like a prisoner too--but this rather classy B-film is neither lurid nor claustrophobic. It's far-fetched and unlikely, but not uninteresting, and our heroine (Nina Foch) is quick on her feet. Rehashing this in 1986 (as ""Dead Of Winter"") proved not to be wise, as the plot-elements are not of the modern-day. ""Julia Ross"" is extremely compact (too short at 65 minutes!) but it stays the course nicely until a too-rushed climax, which feels a little sloppy. *** from ****",Female,White,positive
"Judy Davis shows us here why she is one of Australia's most respected and loved actors - her portrayal of a lonely, directionless nomad is first-rate. A teenaged Claudia Karvan also gives us a glimpse of what would make her one of this country's most popular actors in years to come, with future roles in THE BIG STEAL, THE HEARTBREAK KID, DATING THE ENEMY, RISK and the acclaimed TV series THE SECRET LIFE OF US. (Incidentally, Karvan, as a child, was a young girl whose toy Panda was stolen outside a chemist's shop in the 1983 drama GOING DOWN with Tracey Mann.) If this films comes your way, make sure you see it!! Rating: 79/100. See also: HOTEL SORRENTO, RADIANCE, VACANT POSSESSION, LANTANA.",Female,White,positive
"There are a couple of prior comments here which opine about this flick's abundance of clichés throughout -- and I agree completely, both with regard to the characters AND the dialog.<br /><br />I'd read about Elizabeth Berkly's awful performance in the equally-awful ""Showgirls,"" which I've never seen - and her performance here, while not awful, is barely up to the standards of Lifetime's worse fare. There was not a hint of depth to her character, but then there probably shouldn't have been. If so, it would have placed the film completely out-of-balance, since there wasn't a hint of depth or charisma - not a trace - in any one character, performer, or portrayal.<br /><br />The principal's handling of Liz's initial complaint after her tutee had kissed her in the hall was laughable. Her husband's initial reaction and advice were likewise (Forrest Gump, attacking Jenny's boyfriend in his car provided a more realistic, intelligent action, and, hell, he was mentally-challenged).<br /><br />The smarmy, unctuous lawyer (excuse the redundancy) father of the lying student actually performed something probably worthy of praise in his performance: he was both laughable and thoroughly annoying at the same time, no mean feat. Her attorney was more of an insensitive nerd, also not unknown in the profession.<br /><br />Finally (and frankly, I rather enjoyed this part), the police were such a collection of insensitive oafs, that you'd rather depend upon Barney Fife, without Andy, to handle all law enforcement and investigation in your community. I know that most real-like cops fall a bit short of the sharpness, intelligence and empathy of the level displayed by most characters on the ""Law and Order"" series', and the like -- but dolts of this level seem to be a staple on ""Lifetime.""<br /><br />Finally, I found a kind of ""story within a story"" fascination with Josh's concoction of his being the ""victim"" of his teacher. This scripted performance within the story was even worse than his overall performance in the main story. This was something of an achievement, like going from ""F"" to ""F-minus.""<br /><br />This whole lame situation should have been resolved - in real life - in about 15 minutes, following a realistic meeting between teacher and school authorities, with husband involved. But then that would have precluded the contrived drama following, and left an hour's blank film in the camera. <br /><br />But the writer(s) here, proved with their ending, they could do even worse. When the situation was finally ""resolved"" and ""righted,"" this was accomplished in all of about 45 seconds, with no indication of what measures might have been forthcoming in any ""real world"" context for the perpetrator and his parents, or whether they might have been able to find some sort of path toward redemption.<br /><br />This one's a 2* presentation; the second ""*"" because it does have some mild ""fascination.""","Male, Female",White,negative
"Moonwalker is probably not the film to watch if you're not a Michael Jackson fan. I'm a big fan and enjoyed the majority of the film, the ending wasn't fantastic but the first 50 or so minutes were - if you're a fan.<br /><br />I personally believe the first 50 minutes are re-watchable many times over. The dancing in each video is breathtaking, the music fantastic to listen to and the dialogue entertaining.<br /><br />It includes many of his finest videos from Bad and snippets from his earlier videos. It also includes some live concert footage.<br /><br />If you're a big fan of Michael Jackson this is a must, if you're not a fan/don't like Michael Jackson, steer well clear.<br /><br />9/10",Male,Black,positive
"This movie is a brilliant lesson on Japanese history set in at the end of the Tokugawa Shogunate shortly before the Shogunate lost a big battle against the loyalist, who wanted the emperor back on the throne to rule Japan. Really, I had to read a lot of history to get the entire background.<br /><br />Shintaro Katsu (also known as the original Zatoichi) gives a superb performance as Izo Okada, one of the four Hitokiri(=Human Slayer) of the Bakumatsu. He is a simple samurai who looses all of his wealth. In order to have a good life he becomes a retainer of Takechi Hanpei (played by Tatsuya Nakada = Ryonosuke out of Sword of Doom). Hanpei is a ultra-nationalist politician who lets his band of Hitokiri assassinate a lot of high ranking pro-west politicians in order to achieve his political goals. Izo Okada follows his leader without really questioning what they are doing. As long as he has money to go and drink and spend at his whore. Okada's killings get more and more brutal in the course of the movie and he is proud to have a reputation based on fear wherever he goes. <br /><br />It is a splendid portrait on the life of a simple samurai who gets caught up in political affairs and is really to naive to realize what is happening. First after being betrayed and tortured and always having talks with Sakamoto ( who is a samurai who rejects violence) does he change his ideas and views on life. But too late....<br /><br />Watch the movie to see the end of Izo Okada...<br /><br />Shintaro Katsu and the rest of the staff give a brilliant performance. Each actor reaches up to their role. The sword-fights a very unique and fast...probably faster than several movies nowadays...<br /><br />Check it out if you have the chance!!!",Male,Asian,positive
"Here Italy (I write from Venice). Why cancelated? The ABC should have given it a chance to build an audience. The cast (w/Hope Davis, Campbell Scott, Erika Christensen, Zoe Saldana, Jay Hernandez and Bridget Moynahan) is one of the best I've seen in recent. We need more shows like this that makes viewers feel like they are intelligent individuals not mindless drones. I hope that ABC will reconsider its decision or another station will pick it up. Please sign online petition to Abc: http://www.PetitionOnline.com/gh1215/petition.html Please sign online petition to Abc: http://www.PetitionOnline.com/gh1215/petition.html","Male, Female","Black,Latino,White",positive
"Big Bad Ralph is also on the not so squeazy truck commercials, and can be found at numerous brothels around Melbourne any given night.<br /><br />Terrible Film by the way, wasn't shocking just bad, uninteresting<br /><br />The main guy was in charge of the metal section on countdown , and was the lead bouncer at a gay night club in Melbourne.<br /><br />I dunno who the women where? probably pros's that Ralph knew?<br /><br />No story of interest, its one of those fast forward jobs<br /><br />Please look up Big Bad Ralph at brothels around Melbourne<br /><br />hes famous in them.<br /><br />i wish i could give 0/10 but ill give it 1. Only cos i cant give 0","Male, Female",Null,negative
"This movie was exactly what I expected it to be when i first read the casting. I probably could have written a more exciting plot, it's a pity that they left it to a pack of Howler Monkeys. Alberto Tomba was surely a good skier but he has to thank God (and we too) that he does not have to rely on his actor skills to earn his living. He can't play, he can't talk, he can't even move very good on mainland without his skis... Michelle Hunziker is a pretty blonde girl, and that's all. She obviously wasn't chosen for her astounding competence in dramatic roles but most probably for her nice legs. Nevertheless I must admit that she could be the Tomba's acting teacher, because he's even a worse actor than her, and that's funny, especially considering that she isn't italian. I laughed all the time, watching this movie. I found it so ridiculous and meaningless that it actually made me laugh, loud, very loud.","Male, Female",White,negative
"This film so NOT funny - such a waste of great stars, who seem to be caught up so in their own stardom that they forget. Only shining moments belong to John Cleese as the hotel manager who likes to dress up - you almost fall out of your chair with helpless laughter when he dances to Donna Summer's ""Bad Girls"" while wearing high heels, a mink coat and a dainty hat. The rest: FORGET IT!","Male, Female","Black,White",negative
"This piece ain't really worth a comment.. It's simply the worst ""horror"" movie i have ever seen. The actors are bad as bad can be and the whole plot is so silly it nearly made me cry. Shame on you I say!!",Null,Null,negative
